x,y,time,xaccel,yaccel
61.26025419184791, 61.26025419184791, 0.023999929428100586, -0.27000001072883606, 1.0099999904632568
62.53387712206645, 62.53387712206645, 0.02200007438659668, -0.2199999988079071, -1.7699999809265137
63.69353127882719, 63.69353127882719, 0.023000001907348633, 1.3700000047683716, -2.8399999141693115
64.93725478907002, 64.93725478907002, 0.02200007438659668, 0.6399999856948853, -2.4000000953674316
66.17098543551307, 66.17098543551307, 0.02200007438659668, -0.6399999856948853, 1.149999976158142
67.33360110559185, 67.33360110559185, 0.02200007438659668, -0.5600000023841858, -1.2899999618530273
68.52997525831226, 68.52997525831226, 0.023000001907348633, -1.7999999523162842, 3.2899999618530273
69.77047064105048, 69.77047064105048, 0.02200007438659668, -1.6699999570846558, 0.9700000286102295
70.98787799682275, 70.98787799682275, 0.034999847412109375, 0.3499999940395355, -2.2300000190734863
72.68957670055947, 72.68957670055947, 0.021000146865844727, -1.100000023841858, 1.2999999523162842
73.91612426052471, 73.91612426052471, 0.021000146865844727, -1.6799999475479126, 1.440000057220459
75.06123064682305, 75.06123064682305, 0.01900005340576172, -1.1799999475479126, -0.7900000214576721
76.0433181685092, 76.0433181685092, 0.019999980926513672, 0.2199999988079071, -1.8799999952316284
77.19823293148305, 77.19823293148305, 0.02200007438659668, 2.3299999237060547, -1.5499999523162842
78.41062025542821, 78.41062025542821, 0.019999980926513672, -0.23000000417232513, -3.619999885559082
79.4340234936339, 79.4340234936339, 0.09800004959106445, -1.340000033378601, 0.6600000262260437
